network,mean_bc,std_bc,m_bc,M_bc,mean_cc,std_cc,m_cc,M_cc,mean_cl,std_cl,m_cl,M_cl,mean_ds,std_ds,m_ds,M_ds,mean_sv,std_sv,m_sv,M_sv,diameter,,
ba_073.csv,0.002417123,0.004928024,0.000147404,0.088749253,0.294656333,0.02523872,0.248137109,0.419395466,0.017116203,0.038029704,0,0.5,7.968,5.771332973,4,74,2.259142124,1.692417461,0.001234292,14.09622737,5,,
ba_074.csv,0.002421425,0.004443667,0.000136206,0.057955477,0.294180826,0.024582101,0.235280264,0.408923455,0.018225648,0.040240646,0,0.333333333,7.968,5.675666409,4,55,2.253979221,1.699287402,0.000613452,13.94583696,6,,
ba_075.csv,0.002425371,0.004227237,0.000167712,0.051685047,0.293817284,0.024349593,0.24188862,0.401850362,0.013904582,0.034042742,0,0.333333333,7.968,5.57871832,4,50,2.256418336,1.696047255,0.001250615,13.59021046,6,,
ba_076.csv,0.002405934,0.00479089,0.000123808,0.055562714,0.295624197,0.025344429,0.246484086,0.407422512,0.015886977,0.036510556,0,0.333333333,7.968,5.887413493,4,58,2.253530712,1.699882152,0.003821592,14.31360887,6,,
ba_077.csv,0.002180989,0.003641585,0.000138552,0.036039053,0.316279989,0.025431573,0.270585049,0.415730337,0.020913593,0.033416206,0,0.2,9.95,6.787456782,5,54,2.528029171,1.886549366,0.000252712,16.65309691,5,,
ba_078.csv,0.002181303,0.003725188,0.000173755,0.046946186,0.316255101,0.025479731,0.268909825,0.433029909,0.018389385,0.031813659,0,0.3,9.95,6.789963446,5,68,2.526137245,1.889081952,0.004285531,16.95042735,5,,
ba_079.csv,0.0021816,0.003465819,0.000168784,0.033761418,0.31618345,0.025151831,0.269199677,0.422588833,0.017698774,0.029814363,0,0.2,9.95,6.683424883,5,54,2.529545424,1.884515839,0.002477095,16.4490017,5,,
ba_080.csv,0.002186647,0.003591454,0.000169237,0.043162379,0.315732973,0.025482654,0.270731707,0.425649766,0.016581112,0.028025817,0,0.266666667,9.95,6.642561526,5,62,2.536166448,1.875595838,0.001168232,16.5253668,5,,
ba_081.csv,0.0021677,0.003853201,0.0001544,0.053371232,0.317614053,0.025581377,0.271910724,0.434536755,0.018630358,0.031854566,0,0.2,9.95,6.915585682,5,71,2.520987867,1.895948357,0.001350034,16.6786321,5,,
ba_082.csv,0.002164577,0.003897017,0.000155943,0.044412463,0.317930803,0.025616699,0.263588391,0.437582129,0.019389516,0.032268887,0,0.2,9.95,7.007896304,5,64,2.520574639,1.89649769,0.000114995,16.97403057,5,,
ba_083.csv,0.002172777,0.00372437,0.000148483,0.041368107,0.31711984,0.02566231,0.272801748,0.424384027,0.01711222,0.029151352,0,0.333333333,9.95,6.832729044,5,60,2.526055858,1.88919078,0.007930112,16.75132689,5,,
ba_084.csv,0.002177898,0.00374327,0.000168736,0.050656609,0.316572374,0.025368586,0.266969535,0.435483871,0.019654829,0.031314194,0,0.2,9.95,6.769440547,5,67,2.529064532,1.885161159,0.000915496,16.84128549,5,,
ba_085.csv,0.002178088,0.003681741,0.000149809,0.043996033,0.316549226,0.025313567,0.268982229,0.429308122,0.018532853,0.031319558,0,0.2,9.95,6.742325931,5,63,2.530170853,1.883676049,0.003823826,16.53657211,5,,
ba_086.csv,0.002170364,0.003766811,0.00013842,0.041345494,0.317363592,0.02564807,0.270878525,0.427105601,0.018339186,0.030396536,0,0.3,9.95,6.956715884,5,60,2.520504544,1.896590848,0.002376153,16.68905122,5,,
ba_087.csv,0.002175297,0.003836217,0.000166648,0.049085759,0.316860394,0.025575901,0.270511779,0.436244542,0.02064661,0.034805188,0,0.466666667,9.95,6.877121112,5,68,2.525046888,1.890539133,0.001767714,16.97458411,5,,
ba_088.csv,0.002183011,0.003608964,0.000184593,0.03907613,0.316097967,0.025517022,0.269562871,0.425106383,0.017072166,0.029430474,0,0.2,9.95,6.736384704,5,58,2.531463631,1.881938331,0.000353955,16.70285048,5,,
ba_089.csv,0.002180312,0.003540271,8.69E-05,0.032480196,0.316345757,0.025443826,0.271984754,0.41642351,0.019715833,0.033317567,0,0.4,9.95,6.737870502,5,51,2.525271542,1.890239043,0.002756628,16.50152187,5,,
ba_090.csv,0.002168721,0.003895303,0.000125381,0.041995866,0.317588089,0.02603378,0.262963938,0.434536755,0.019618669,0.032935576,0,0.266666667,9.95,7.083479066,5,64,2.520450562,1.896662585,0.001923398,17.21171293,5,,
ba_091.csv,0.002175932,0.003542665,0.000176468,0.03356718,0.316755327,0.025314555,0.268982229,0.418341709,0.019045439,0.030497068,0,0.3,9.95,6.80792537,5,52,2.51972172,1.897630747,0.005086042,16.58605908,5,,
ba_092.csv,0.002171241,0.003759376,0.000125141,0.038269387,0.317271089,0.025621472,0.271984754,0.420100925,0.020172703,0.032394838,0,0.3,9.95,6.890789721,5,57,2.526110624,1.889117549,0.001813261,16.62743357,5,,
ba_093.csv,0.00217833,0.003595842,0.000113021,0.04893778,0.316518141,0.025218835,0.268115942,0.427837259,0.018383966,0.033494972,0,0.4,9.95,6.733858095,5,69,2.5286672,1.885694087,0.00538352,16.60223665,5,,
ba_094.csv,0.002183095,0.003617765,0.000149952,0.045031966,0.316068102,0.025430359,0.26689821,0.429862306,0.019239581,0.031780509,0,0.2,9.95,6.791437523,5,68,2.526434303,1.888684652,0.004705506,16.85449448,5,,
ba_095.csv,0.002172573,0.003721335,0.000161421,0.041045298,0.317090782,0.025338508,0.274074074,0.430417923,0.020140767,0.035019828,0,0.3,9.95,6.906460685,5,62,2.520187831,1.897011675,0.001102887,16.79588321,5,,
ba_096.csv,0.002171057,0.003772973,0.000151646,0.040315489,0.317256567,0.02542096,0.271910724,0.424925564,0.020105281,0.034055293,0,0.3,9.95,6.888029105,5,58,2.524202923,1.891665828,0.00427521,16.77982777,5,,
ba_097.csv,0.002164284,0.003980006,0.000133127,0.050894588,0.318025374,0.026051297,0.271246267,0.439313984,0.018572047,0.031643097,0,0.333333333,9.95,7.070041406,5,68,2.523258103,1.892925922,0.005706689,17.09738143,5,,
ba_098.csv,0.002162593,0.003941978,0.000132752,0.047989866,0.31812912,0.025614913,0.269927047,0.430789133,0.022786226,0.036346945,0,0.3,9.95,7.054166234,5,67,2.517005236,1.9012324,0.00309691,16.97960039,5,,
ba_099.csv,0.001988765,0.003291225,0.000187763,0.027553004,0.336403772,0.025474002,0.288062284,0.438542581,0.024083369,0.031851842,0,0.333333333,11.928,8.162686166,6,61,2.758844988,2.07768485,0.000427918,19.74333031,5,,
ba_100.csv,0.001993017,0.003155462,0.000165691,0.0313696,0.335881113,0.02514996,0.287647567,0.439313984,0.02324067,0.028921154,0,0.2,11.928,7.983141396,6,65,2.763618856,2.071330688,0.00303747,19.53121167,5,,
ba_101.csv,0.002001327,0.003028319,0.000151247,0.029961829,0.334953322,0.025022381,0.28781331,0.429677419,0.024016513,0.029921621,0,0.2,11.928,7.803185613,6,60,2.766789339,2.067093795,0.005359671,19.15674928,5,,
ba_102.csv,0.001987694,0.003452461,0.000176846,0.044727158,0.336529795,0.025544161,0.285428571,0.452650657,0.024768546,0.031779821,0,0.333333333,11.928,8.220973203,6,81,2.761770819,2.073794093,0.003994303,19.84260592,5,,
ba_103.csv,0.002006551,0.003018731,0.000134532,0.031062355,0.334378129,0.025063813,0.284534321,0.446380697,0.020994208,0.027183737,0,0.266666667,11.928,7.682567139,6,69,2.776861039,2.053543955,0.00312475,19.30723968,5,,
ba_104.csv,0.001990745,0.003290872,0.000173328,0.036366455,0.336169683,0.025378468,0.284453303,0.448585541,0.022590279,0.028126723,0,0.2,11.928,8.109536397,6,73,2.760422928,2.075587932,0.002099129,19.64820139,5,,
ba_105.csv,0.002001496,0.003172048,0.000144657,0.032771127,0.33495866,0.025230114,0.287979245,0.44086496,0.02141492,0.027478026,0,0.2,11.928,7.828799787,6,66,2.77106512,2.061358314,0.001216401,19.38822497,5,,
ba_106.csv,0.001999904,0.00325031,0.000118371,0.032468803,0.335198502,0.02565205,0.288145371,0.442819149,0.020639848,0.02737375,0,0.190476191,11.928,7.991162286,6,70,2.77144416,2.060848677,0.005405055,19.84865043,5,,
ba_107.csv,0.001978122,0.003583634,0.000166659,0.049962261,0.337585775,0.025461242,0.288311688,0.459099265,0.027432487,0.033376672,0,0.266666667,11.928,8.378365772,6,86,2.752227409,2.086442976,0.000627578,19.87338566,5,,
ba_108.csv,0.001988757,0.003337496,0.000102523,0.042005119,0.336411444,0.025509696,0.28781331,0.452650657,0.023943793,0.03083915,0,0.2,11.928,8.107561196,6,77,2.762651248,2.072621066,0.002798979,19.64331048,5,,
ba_109.csv,0.001995097,0.003083153,0.000143456,0.029499991,0.335658158,0.025122937,0.28324355,0.440088106,0.023307562,0.028899456,0,0.2,11.928,7.882191633,6,65,2.767799786,2.065740628,0.00150944,19.24554671,5,,
ba_110.csv,0.001989542,0.003453793,0.000152469,0.049183985,0.336377241,0.025905479,0.287730415,0.461645102,0.023386802,0.031738692,0,0.266666667,11.928,8.283322367,6,87,2.761353046,2.074350346,0.003230711,20.15326317,5,,
ba_111.csv,0.001993081,0.003265262,0.000136661,0.037893735,0.335897921,0.025312943,0.290153936,0.446779964,0.022905547,0.027595286,0,0.2,11.928,7.973355027,6,71,2.76830414,2.065064694,0.005757315,19.4897851,5,,
ba_112.csv,0.001994062,0.003343534,0.000152645,0.034124472,0.335837185,0.025622391,0.284940103,0.451015801,0.023817716,0.030181825,0,0.266666667,11.928,8.141566256,6,72,2.763227379,2.071852903,0.000539869,19.95856509,5,,
ba_113.csv,0.001994238,0.00321227,0.00011638,0.028419047,0.335782626,0.02538012,0.283404255,0.441839894,0.022892215,0.028064794,0,0.266666667,11.928,8.031021935,6,63,2.766254255,2.067809807,0.001635944,19.53904168,5,,
ba_114.csv,0.002000442,0.003028886,0.000159963,0.029022284,0.335026935,0.024883283,0.28673938,0.435483871,0.020880348,0.027258576,0,0.2,11.928,7.767054985,6,62,2.772208531,2.059820347,0.004663132,19.2941097,5,,
ba_115.csv,0.002001882,0.003096274,0.000181085,0.03283193,0.334946669,0.025421378,0.28781331,0.441059603,0.023309939,0.031046009,0,0.266666667,11.928,7.847955556,6,66,2.771235661,2.061129038,0.001706722,19.38418895,5,,
