network,mean_bc,std_bc,m_bc,M_bc,mean_cc,std_cc,m_cc,M_cc,mean_cl,std_cl,m_cl,M_cl,mean_ds,std_ds,m_ds,M_ds,mean_sv,std_sv,m_sv,M_sv,diameter,, 
dd_115.csv,0.002510509,0.007458311,0,0.104489475,0.288964363,0.034655437,0.182532432,0.431906615,0,0,0,0,13.716,17.00589735,1,141,1.778039531,3.248780606,5.17E-48,29.93823375,8,,
dd_116.csv,0.002173111,0.005917226,0,0.098057376,0.31867089,0.033583454,0.223640027,0.429677419,0,0,0,0,18.022,20.07472317,1,141,2.209039164,3.625209783,1.19E-34,36.33268174,6,,
dd_117.csv,0.002280755,0.007384406,0,0.111463912,0.308916491,0.0354513,0.199281867,0.442622951,0,0,0,0,15.026,19.85849148,1,231,1.921436621,3.366612736,2.16E-33,34.61438319,7,,
dd_118.csv,0.002381974,0.008296569,0,0.114045892,0.299490377,0.034486901,0.215208962,0.440088106,0,0,0,0,13.226,19.66569764,1,183,1.539414858,3.294875096,9.46E-50,31.66791813,7,,
dd_119.csv,0.002539289,0.009233287,0,0.179760636,0.287023039,0.035537367,0.183673469,0.43340564,0,0,0,0,12.958,14.41978385,1,144,1.973440999,3.010569817,2.64E-47,26.93906611,8,,
dd_120.csv,0.002162743,0.005722957,0,0.076930139,0.319653435,0.033314663,0.232541899,0.444,0,0,0,0,18.59,19.7499357,1,180,2.310919809,3.640006818,7.10E-32,35.55537243,7,,
dd_121.csv,0.002065433,0.006642695,0,0.142832072,0.33014141,0.03654117,0.255629478,0.474809886,0,0,0,0,20.196,23.66993557,1,218,2.202226787,3.917422262,4.01E-34,40.89601382,6,,
dd_122.csv,0.002043225,0.004662015,0,0.06117961,0.332222626,0.034208461,0.228865979,0.450608931,0,0,0,0,21.65,21.33379082,1,142,2.640935802,3.830856052,1.24E-32,40.10790845,7,,
dd_123.csv,0.002301462,0.006637184,0,0.120091866,0.306865695,0.034191508,0.204294479,0.424744898,0,0,0,0,16.622,18.49359698,1,185,2.115403381,3.485264486,6.66E-34,32.52092846,8,,
dd_124.csv,0.00209974,0.007085472,0,0.128914486,0.326239315,0.034452065,0.237630828,0.456999085,0,0,0,0,16.334,20.69039721,1,226,2.036335661,3.491036676,4.25E-33,35.35334518,6,,
dd_125.csv,0.002159916,0.005586419,0,0.068305714,0.320601577,0.036186356,0.211115807,0.42765411,0,0,0,0,20.124,21.77996765,1,165,2.394273733,3.793606898,4.33E-32,40.74893409,7,,
dd_126.csv,0.002742382,0.008447917,0,0.134958947,0.274045702,0.041765848,0.152612282,0.409090909,0,0,0,0,13.992,15.9987467,1,127,1.997916417,3.162329836,3.24E-33,32.03025447,10,,
dd_127.csv,0.002067059,0.005951272,0,0.124937732,0.329207551,0.032445794,0.248137109,0.453678474,0,0,0,0,21.384,20.6954789,1,222,2.594161861,3.828096686,3.01E-33,38.40892757,6,,
dd_128.csv,0.002171287,0.006920915,0,0.111476887,0.319905679,0.038121759,0.227045455,0.448384201,0,0,0,0,17.722,22.08774739,1,171,2.062532722,3.669871765,4.33E-48,39.81186788,6,,
dd_129.csv,0.002166921,0.006670721,0,0.104623367,0.319536645,0.035476541,0.247829323,0.466604391,0,0,0,0,18.01,21.81746782,1,202,2.063451869,3.708391347,1.85E-33,39.62972216,6,,
dd_130.csv,0.002209796,0.005756636,0,0.067215431,0.314990761,0.03272995,0.216938111,0.423484527,0,0,0,0,17.8,19.79934378,1,156,2.198315053,3.601029149,1.47E-32,34.81392941,7,,
dd_131.csv,0.002134741,0.006029358,0,0.080356566,0.322445001,0.033519121,0.245635604,0.435294118,0,0,0,0,19.002,20.97040185,1,168,2.293269355,3.707143869,2.88E-33,38.51197655,6,,
dd_132.csv,0.002355998,0.008089275,0,0.147326255,0.302717549,0.038107686,0.234452007,0.419924338,0,0,0,0,16.086,22.66623838,1,223,1.669606003,3.646699302,4.88E-49,38.49434401,7,,
dd_133.csv,0.002190597,0.006979263,0,0.105569501,0.316926118,0.033064528,0.239052405,0.439120879,0,0,0,0,16.59,20.06006746,1,180,2.045991082,3.521920001,3.83E-48,34.2701558,6,,
dd_134.csv,0.002180911,0.00675429,0,0.132292362,0.317649081,0.032664146,0.236002835,0.426740709,0,0,0,0,17.574,20.24377273,1,196,2.108195556,3.623466779,8.30E-48,35.33980376,6,,
dd_135.csv,0.001939063,0.005619892,0,0.109186999,0.34411657,0.036679976,0.266116143,0.448787062,0,0,0,0,24.5,26.16380218,1,235,2.59026249,4.217883383,1.41E-32,47.09013639,5,,
dd_136.csv,0.002057826,0.008868857,0,0.182058584,0.330574969,0.034105584,0.227562642,0.473011364,0,0,0,0,16.634,22.00304929,1,230,1.912769072,3.602126383,5.02E-48,37.97316223,6,,
dd_137.csv,0.002098505,0.006074888,0,0.114287984,0.327254603,0.037415638,0.182532432,0.486604968,0,0,0,0,21.616,22.72630698,1,205,2.511395377,3.912658081,4.87E-33,42.77982838,7,,
dd_138.csv,0.002353065,0.007471284,0,0.150076249,0.30550799,0.044300211,0.142877574,0.420454546,0,0,0,0,20.442,22.57060185,1,208,2.329602486,3.874913194,4.39E-33,41.92760255,10,,
dd_139.csv,0.002154164,0.00555469,0,0.068400658,0.320825167,0.03467357,0.203835952,0.422410148,0,0,0,0,21.324,21.37451506,1,154,2.515409153,3.872559463,4.19E-32,39.22089947,7,,
dd_140.csv,0.002300326,0.0056351,0,0.057559771,0.308502527,0.040520114,0.189240386,0.431906615,0,0,0,0,20.776,21.06417631,1,154,2.455649804,3.840023964,1.14E-32,41.3488563,8,,
dd_141.csv,0.002222775,0.006225739,0,0.124884126,0.314078049,0.034122232,0.224292771,0.436244542,0,0,0,0,19.084,18.9620807,1,189,2.363228445,3.674119121,3.98E-33,34.56496854,7,,
dd_142.csv,0.002143958,0.005657392,0,0.08404917,0.322995813,0.038586893,0.217789405,0.444988864,0,0,0,0,23.372,22.7600887,1,213,2.65032421,4.043238996,8.74E-32,42.81806598,7,,
dd_143.csv,0.002210473,0.006733994,0,0.093175231,0.314992474,0.034092287,0.239740821,0.454297408,0,0,0,0,17.252,20.2385794,1,165,2.037730375,3.619344543,1.77E-48,35.21804485,6,,
dd_144.csv,0.002717023,0.008365943,0,0.118999513,0.274434718,0.038415306,0.168835559,0.408588957,0,0,0,0,20.54,19.80269039,1,127,2.481422753,3.792432085,2.23E-32,39.27749201,9,,
dd_145.csv,0.002255415,0.007054261,0,0.074554911,0.312420951,0.039920451,0.195805566,0.430232558,0,0,0,0,17.688,22.88261939,1,176,1.940636602,3.731210203,2.85E-49,41.0119503,7,,
dd_146.csv,0.001854601,0.004375001,0,0.052898387,0.353859926,0.035085206,0.251447269,0.467915691,0,0,0,0,27.86,27.88795687,1,212,2.7355434,4.514067158,4.55E-34,49.60125477,5,,
dd_147.csv,0.001825646,0.0121217,0,0.275909089,0.360097677,0.049197474,0.24975,0.50201005,0,0,0,0,13.56,34.92704251,1,466,0.966752596,3.553222399,2.79E-64,46.26633457,5,,
dd_148.csv,0.001960849,0.003462897,0,0.042643973,0.340951583,0.032798629,0.246910529,0.447580645,0,0,0,0,30.91,22.56677113,1,147,3.290525366,4.481343863,1.54E-18,46.8032773,6,,
dd_149.csv,0.002197279,0.004643792,0,0.047670856,0.317457617,0.037581168,0.203586713,0.416770964,0,0,0,0,23.576,20.38051986,1,135,2.754985733,3.998256321,1.49E-33,41.13299083,8,,
dd_150.csv,0.002416817,0.006821987,0,0.128643986,0.296865796,0.035617939,0.223489933,0.426923077,0,0,0,0,19.35,20.55232099,1,179,2.245345664,3.782647598,5.11E-33,37.99138425,7,,
dd_151.csv,0.001882953,0.003995647,0,0.050369216,0.350933457,0.037032775,0.243956044,0.483309144,0,0,0,0,30.99,27.09531428,1,195,3.059705988,4.650612784,6.10E-32,51.83001465,6,,
dd_152.csv,0.001943265,0.004913308,0,0.07694387,0.34380719,0.037323225,0.264215816,0.475940924,0,0,0,0,27.07,26.36308237,1,190,2.749294009,4.417169054,2.26E-32,49.84559145,6,,
dd_153.csv,0.00197556,0.004431552,0,0.055861033,0.339869301,0.035223401,0.235724398,0.463788301,0,0,0,0,27.506,24.00554582,1,196,2.931361183,4.348921891,3.05E-31,46.28447281,7,,
dd_154.csv,0.001965454,0.008071712,0,0.15029639,0.342553973,0.044057194,0.266684463,0.500501002,0,0,0,0,18.546,33.69063583,1,337,1.423498838,4.064437361,9.18E-50,47.77253851,5,,
dd_155.csv,0.001992881,0.009639148,0,0.235508023,0.338189181,0.037902354,0.263449367,0.482608696,0,0,0,0,17.364,27.39174715,1,303,1.553644992,3.866547199,7.19E-49,41.77792298,5,,
dd_156.csv,0.001734224,0.007991018,0,0.144306838,0.373297322,0.052621941,0.26435565,0.50633553,0,0,0,0,19.23,41.40501752,1,471,1.248335357,4.20376722,4.31E-49,56.157229,5,,
dd_157.csv,0.002004246,0.004533078,0,0.047301202,0.336823511,0.036972978,0.26337991,0.477305303,0,0,0,0,27.28,24.72126091,1,156,2.858970103,4.371074233,1.56E-33,48.25004341,6,,
dd_158.csv,0.001670995,0.009146141,0,0.174229794,0.382183037,0.053938473,0.271910724,0.505566802,0,0,0,0,17.808,42.91135654,1,476,1.010873852,4.097088485,5.99E-51,55.94173741,4,,
dd_159.csv,0.002073151,0.008876799,0,0.200893277,0.329537914,0.037732219,0.240201972,0.475035663,0,0,0,0,16.428,26.346137,1,258,1.560188866,3.740830216,9.91E-50,43.12037699,6,,
dd_160.csv,0.001767466,0.009706482,0,0.188535113,0.368438631,0.050873756,0.25968287,0.498254364,0,0,0,0,17.224,37.7315716,1,435,1.149128978,3.987919582,1.92E-48,51.15734274,4,,
dd_161.csv,0.002167758,0.005557309,0,0.06771263,0.319619464,0.036442548,0.244673035,0.453061225,0,0,0,0,21.288,23.58540496,1,176,2.227339076,4.040663391,5.45E-33,41.96400442,6,,
dd_162.csv,0.002082046,0.004313061,0,0.054857633,0.328562697,0.036754788,0.222692822,0.458256881,0,0,0,0,28.382,22.71792641,1,170,3.043208371,4.372743168,4.27E-18,45.78435424,7,,
dd_163.csv,0.001814809,0.004300586,0,0.072342943,0.357994026,0.03133066,0.251954603,0.459310345,0,0,0,0,31.212,26.41050114,1,177,3.14830574,4.615210826,1.05E-20,51.03547415,6,,
dd_164.csv,0.001834204,0.006111221,0,0.104999382,0.357554433,0.040206555,0.254781943,0.488031265,0,0,0,0,26.722,33.20833494,1,303,2.287267719,4.635774626,2.86E-47,56.38846091,6,,
dd_165.csv,0.002099101,0.007724617,0,0.130387271,0.3261033,0.03406854,0.259278484,0.462285979,0,0,0,0,17.37,25.66900851,1,209,1.690558757,3.80946336,1.20E-49,41.05364597,6,,
dd_166.csv,0.001907391,0.012473599,0,0.295945458,0.349603645,0.04398171,0.256944444,0.537674919,0,0,0,0,18.634,28.80388355,1,445,1.810264286,3.918793592,3.73E-78,44.05171035,5,,
dd_167.csv,0.002279257,0.00602663,0,0.087899777,0.309716885,0.037971052,0.213142735,0.457208238,0,0,0,0,23.332,23.79735469,1,147,2.416127719,4.182622006,6.73E-33,46.94628545,7,,
dd_168.csv,0.002121874,0.008959728,0,0.134941705,0.324963668,0.039883503,0.25975039,0.470338983,0,0,0,0,14.994,29.39047063,1,290,1.16211493,3.693709367,1.43E-62,42.40833355,6,,
dd_169.csv,0.001719582,0.006872539,0,0.135175465,0.373704204,0.046952229,0.267900241,0.493821058,0,0,0,0,28.446,40.15145356,1,390,2.01661961,4.937534339,1.09E-48,60.82739838,5,,
dd_170.csv,0.002219506,0.008396452,0,0.145564333,0.315126214,0.038897071,0.236226058,0.473684211,0,0,0,0,17.764,27.51900434,1,233,1.555055437,3.917371898,5.31E-49,45.45541358,6,,
dd_171.csv,0.001751311,0.003439717,0,0.034820642,0.366985501,0.035069479,0.247890819,0.483543078,0,0,0,0,37.452,30.47596562,1,217,3.345085085,5.124685919,6.15E-32,58.95725078,6,,
dd_172.csv,0.001673614,0.012394728,0,0.279673748,0.381697885,0.056975223,0.291423571,0.525789474,0,0,0,0,11.806,44.15887646,1,540,0.510654834,3.397827488,5.12E-80,53.57100857,4,,
dd_173.csv,0.001532523,0.002815016,0,0.03159494,0.397163216,0.029876456,0.304851999,0.50633553,0,0,0,0,49.898,38.67442705,1,224,3.926559416,5.87197847,5.89E-22,75.80779308,5,,
dd_174.csv,0.001890334,0.00460115,0,0.071066366,0.349987696,0.036550039,0.232541899,0.460793358,0,0,0,0,33.05,28.72463411,1,173,3.131917525,4.820901639,6.47E-33,57.3054372,7,,
dd_175.csv,0.001874671,0.00703053,0,0.087286909,0.353525876,0.044482833,0.253296146,0.456164384,0,0,0,0,24.148,36.28568239,1,275,1.701300223,4.610160252,3.18E-33,55.87164413,5,,
dd_176.csv,0.001806024,0.005494134,0,0.075975135,0.361141052,0.041165346,0.24733845,0.498254364,0,0,0,0,27.494,34.66028418,1,293,2.226322337,4.747366518,1.29E-33,54.3862975,5,,
dd_177.csv,0.001980893,0.006760011,0,0.106172945,0.339340571,0.03574955,0.235947095,0.468574109,0,0,0,0,23.772,27.69662649,1,195,2.195892092,4.353166425,1.95E-47,46.59137083,6,,
dd_178.csv,0.001744501,0.007182102,0,0.170602957,0.367719592,0.034578747,0.253682072,0.518691589,0,0,0,0,28.772,33.76335262,1,245,2.343704,4.824836947,3.01E-48,57.01183559,5,,
dd_179.csv,0.001729922,0.010768358,0,0.181843845,0.374121811,0.054425958,0.268692846,0.504036327,0,0,0,0,12.792,40.25686713,1,468,0.665640221,3.514103456,2.55E-80,50.90824915,4,,
dd_180.csv,0.001827263,0.003992441,0,0.047235339,0.357765558,0.038050881,0.267398287,0.462928638,0,0,0,0,32.826,31.82150739,1,239,2.837361237,4.977487439,4.13E-33,56.4815592,5,,
dd_181.csv,0.001595043,0.005346711,0,0.074465829,0.390925666,0.046475018,0.266969535,0.503528226,0,0,0,0,31.958,46.40784334,1,369,2.051830464,5.267636258,4.24E-34,66.68110107,5,,
dd_182.csv,0.001611291,0.002743384,0,0.028947658,0.38553589,0.031256651,0.282362917,0.490667976,0,0,0,0,48.038,33.95233891,1,185,3.857058122,5.75856776,3.74E-32,69.47305285,5,,
dd_183.csv,0.001674258,0.00382343,0,0.042009938,0.379027042,0.043149842,0.273100055,0.50201005,0,0,0,0,36.65,41.31351239,1,272,2.576350382,5.478359126,2.35E-32,65.36199646,5,,
dd_184.csv,0.002096416,0.011012652,0,0.190118427,0.327602696,0.038289178,0.218408395,0.460368664,0,0,0,0,15.83,27.29307627,1,234,1.29147635,3.763255086,1.71E-62,41.89639672,7,,
dd_185.csv,0.001845089,0.006306,0,0.141696117,0.356849571,0.04457495,0.274903687,0.507106599,0,0,0,0,28.006,37.45470356,1,312,2.039260342,4.883381744,1.34E-47,58.31126561,5,,
dd_186.csv,0.001710471,0.006252826,0,0.113565579,0.373435103,0.040939593,0.26754151,0.496027805,0,0,0,0,29.936,37.40894724,1,340,2.375505829,4.928790121,3.40E-47,58.54706118,5,,
dd_187.csv,0.001866362,0.004666273,0,0.068002354,0.352308757,0.03436591,0.239683301,0.470338983,0,0,0,0,36.624,28.97129545,1,181,3.248397408,5.10606642,1.19E-32,55.93199428,6,,
dd_188.csv,0.001672855,0.006477755,0,0.105847734,0.378298831,0.039203104,0.276348548,0.495290035,0,0,0,0,25.26,36.68337594,1,355,2.060540248,4.584121932,1.05E-47,54.81401557,5,,
dd_189.csv,0.001981596,0.010010006,0,0.225187213,0.341659407,0.047832411,0.260767424,0.504290762,0,0,0,0,15.252,36.21380864,1,430,0.998454125,3.77559126,4.35E-66,49.67454774,5,,
dd_190.csv,0.001793808,0.005583091,0,0.096896381,0.363270467,0.044785948,0.267183739,0.495781638,0,0,0,0,28.44,40.54353436,1,340,1.933474651,4.970078045,3.70E-33,60.20572184,5,,
dd_191.csv,0.001673654,0.002785979,0,0.028344852,0.377487368,0.035267755,0.27858338,0.474809886,0,0,0,0,46.882,35.27245699,1,237,3.672020799,5.779123052,1.23E-17,70.21724254,5,,
dd_192.csv,0.00160009,0.002635389,0,0.035882012,0.38853884,0.037581865,0.271246267,0.497757848,0,0,0,0,60.746,41.44781545,1,224,4.303051763,6.498441777,2.96E-32,88.89305143,5,,
dd_193.csv,0.001745912,0.008754508,0,0.172471308,0.370997731,0.050162022,0.243124848,0.494799406,0,0,0,0,21.648,44.20941719,1,430,1.369560953,4.446605761,5.92E-49,58.74180424,6,,
dd_194.csv,0.001611502,0.003054133,0,0.039519402,0.385702603,0.032105151,0.279910339,0.485658726,0,0,0,0,48.562,35.95328629,1,214,3.850933574,5.807952359,9.87E-18,73.35042814,5,,
dd_195.csv,0.001763089,0.003558719,0,0.048533815,0.365841836,0.036903201,0.227822121,0.475487863,0,0,0,0,40.02,33.22751371,1,241,3.366842067,5.355779541,3.54E-31,63.40388824,6,,
dd_196.csv,0.001835848,0.005232572,0,0.065467962,0.356362229,0.036640323,0.2535533,0.492118227,0,0,0,0,31.25,33.90148685,1,229,2.584295077,4.956956623,3.62E-47,60.77623121,6,,
dd_197.csv,0.001653684,0.003367887,0,0.035381412,0.380484875,0.035689849,0.269054673,0.486131387,0,0,0,0,46.262,37.64250675,1,211,3.615761498,5.760926036,5.32E-32,74.14995944,5,,
dd_198.csv,0.001727758,0.006482126,0,0.107769284,0.372156647,0.046135683,0.278816634,0.498751872,0,0,0,0,29.81,42.30552751,1,388,2.076536541,5.049554039,3.08E-33,64.13167043,5,,
dd_199.csv,0.001663914,0.003658015,0,0.054645011,0.3789755,0.036138857,0.279284317,0.47189419,0,0,0,0,41.9,38.41306501,1,254,3.278648546,5.581260047,1.23E-31,69.89671189,5,,
er_000.csv,0.005420328,0.008038993,0,0.052418086,0.00423818,0.001578439,0.001,0.005057972,0.000269048,0.005781466,0,0.166666667,2.014,1.394901341,0,8,1.107774674,0.887037357,0,3.586212431,25,,
er_001.csv,0.005252683,0.00710041,0,0.05340426,0.005440389,0.001887426,0.001,0.006318506,0.0021,0.021884317,0,0.333333333,2.202,1.446820407,0,8,1.16761314,0.915794495,7.04E-49,3.624270356,21,,
er_002.csv,0.005042649,0.006958657,0,0.043694288,0.005950425,0.002005786,0.001,0.006842325,0.0026,0.045679025,0,1,2.28,1.515881888,0,8,1.193394655,0.925099561,1.04E-19,3.697208328,18,,
er_003.csv,0.005218639,0.007317434,0,0.088895627,0.006325319,0.002086034,0.001,0.007241177,0.001566667,0.018522989,0,0.333333333,2.29,1.453276303,0,10,1.198369364,0.924072978,1.59E-47,3.743274627,18,,
er_004.csv,0.005334042,0.007089089,0,0.053687149,0.007791535,0.002376018,0.001,0.008767157,0,0,0,0,2.38,1.527066447,0,9,1.224146102,0.938864378,3.51E-50,3.761841472,18,,
er_005.csv,0.004980681,0.006177791,0,0.037516737,0.007670994,0.002358054,0.001,0.008622624,0.001716667,0.018724213,0,0.333333333,2.534,1.559254718,0,8,1.273386428,0.955241857,1.02E-32,3.945811339,25,,
er_006.csv,0.004924999,0.005762734,0,0.035565715,0.011153651,0.00293463,0.001,0.012198845,0.002675397,0.045561842,0,1,2.716,1.64743985,0,9,1.319903123,0.986841297,0,4.014099159,16,,
er_007.csv,0.004905177,0.006034173,0,0.050843206,0.011013461,0.002914299,0.001,0.012094724,0.0017,0.02066664,0,0.333333333,2.702,1.651642796,0,10,1.312803098,0.989215865,1.63E-48,4.105831877,16,,
er_008.csv,0.004837984,0.005540445,0,0.040061493,0.00975935,0.002721964,0.001,0.010760448,0.002314286,0.0360435,0,1,2.684,1.608331661,0,9,1.301880843,0.99453822,1.91E-49,3.951189796,16,,
er_009.csv,0.004915059,0.005821382,0,0.057137224,0.014028986,0.003324961,0.001,0.015228891,0.002269841,0.035991485,0,1,2.83,1.696460426,0,11,1.35336673,0.999198926,6.09E-34,4.299214191,15,,
er_010.csv,0.004578517,0.005126137,0,0.038014732,0.013881494,0.003314338,0.001,0.015013526,0.001785714,0.019421261,0,0.333333333,3.01,1.728840331,0,10,1.399386608,1.025532604,0,4.336541398,14,,
er_011.csv,0.004736623,0.005211698,0,0.035298609,0.017348574,0.003717138,0.001,0.018611323,0.001061905,0.013907103,0,0.333333333,3.032,1.68398688,0,9,1.41716314,1.011755224,3.66E-33,4.273636423,14,,
er_012.csv,0.004760825,0.005429734,0,0.04388154,0.016697751,0.003644958,0.001,0.018011683,0.005097619,0.052013272,0,1,3,1.738684279,0,11,1.401102238,1.018289016,1.05E-33,4.382875864,15,,
er_013.csv,0.00454353,0.005157958,0,0.040571955,0.015597555,0.003525788,0.001,0.016802906,0.00432215,0.056747996,0,1,3.072,1.774250254,0,11,1.417950523,1.030250608,4.43E-33,4.454752171,14,,
er_014.csv,0.004534513,0.004592064,0,0.028717586,0.02437597,0.004401944,0.001,0.025864078,0.003947619,0.050055697,0,1,3.304,1.773338301,0,11,1.484680385,1.048677335,2.81E-32,4.511298323,14,,
er_015.csv,0.004403325,0.004544157,0,0.026989788,0.021598336,0.004158972,0.001,0.022950217,0.00287381,0.037018117,0,1,3.34,1.791538336,0,10,1.488948766,1.059731839,4.70E-32,4.525141213,14,,
er_016.csv,0.004306839,0.004343881,0,0.025935701,0.032089396,0.005011439,0.001,0.034034,0.002720635,0.022394047,0,0.333333333,3.57,1.872593551,0,10,1.541691588,1.092331016,8.26E-32,4.806767435,11,,
er_017.csv,0.004187071,0.004341833,0,0.036676658,0.022780633,0.004278721,0.001,0.024260528,0.005038095,0.042467177,0,1,3.514,1.900372441,0,11,1.524756836,1.090466226,5.74E-18,4.818448849,12,,
er_018.csv,0.004289634,0.004274975,0,0.029613899,0.034447675,0.005171837,0.001,0.036498484,0.004720635,0.049642608,0,1,3.612,1.84088154,0,11,1.560953946,1.084169166,1.11E-19,4.808921225,11,,
er_019.csv,0.004294354,0.004211234,0,0.036839324,0.05099543,0.006121493,0.001,0.054784755,0.005093651,0.057452508,0,1,3.718,1.878298167,0,13,1.586214858,1.096322226,1.27E-17,4.940894905,12,,
er_020.csv,0.004018148,0.003761217,0,0.022396706,0.025381004,0.004515916,0.001,0.026856283,0.00321746,0.023511965,0,0.333333333,3.758,1.924354214,0,10,1.585878138,1.114894852,1.42E-18,4.960411881,11,,
er_021.csv,0.003976018,0.003584945,0,0.024349076,0.032448517,0.005060862,0.001,0.034238125,0.003500794,0.025906081,0,0.333333333,3.92,1.914488252,0,11,1.627087795,1.128089229,0,5.042088816,11,,
er_022.csv,0.003942515,0.003837276,0,0.023338343,0.032485613,0.00506695,0.001,0.034307497,0.003940404,0.038053702,0,1,3.908,2.008374858,0,11,1.611856341,1.144516988,2.59E-32,5.169758848,11,,
er_023.csv,0.003987538,0.004106259,0,0.028044205,0.044606872,0.005820929,0.001,0.047553313,0.003581025,0.036484987,0,1,3.952,2.03170466,0,12,1.631327925,1.136120241,6.67E-18,5.296793772,12,,
er_024.csv,0.003978807,0.003527467,0,0.023340514,0.058080928,0.006486733,0.001,0.061922767,0.003984199,0.022857503,0,0.333333333,4.1,1.940558107,0,12,1.67163931,1.142638183,1.82E-32,5.255478463,11,,
er_025.csv,0.00394031,0.003656324,0,0.024135563,0.061940451,0.006682318,0.001,0.066396384,0.002567533,0.022390725,0,0.333333333,4.142,1.974267898,0,12,1.680424117,1.148117933,5.29E-17,5.323525255,11,,
er_026.csv,0.003701672,0.003364673,0,0.020772233,0.04519555,0.005872641,0.001,0.047716851,0.003449062,0.023604801,0,0.333333333,4.342,2.070101766,0,11,1.715033902,1.183494282,2.66E-20,5.521503286,10,,
er_027.csv,0.003630969,0.00321668,0,0.020474708,0.078436999,0.007349719,0.001,0.084105068,0.004727706,0.039494507,0,1,4.596,2.093123304,0,13,1.773213124,1.204871453,8.46E-19,5.777568135,9,,
er_028.csv,0.003604847,0.003362878,0,0.02474917,0.050136679,0.006142777,0.001,0.053251599,0.003786841,0.024716405,0,0.333333333,4.49,2.16716326,0,14,1.741976678,1.206448197,9.97E-32,5.755931164,9,,
er_029.csv,0.003599706,0.00314747,0,0.020873157,0.063284519,0.006744148,0.001,0.067445315,0.003055628,0.02251357,0,0.333333333,4.618,2.073252125,0,12,1.779340746,1.204967431,3.83E-17,5.783724029,9,,
er_030.csv,0.003542775,0.003023179,0,0.017418377,0.067966329,0.006965371,0.001,0.072654546,0.004078499,0.02020259,0,0.166666667,4.726,2.141847686,0,11,1.797096117,1.223292911,1.67E-17,5.875844324,9,,
er_031.csv,0.00354151,0.002965897,0,0.017784917,0.104244106,0.008296558,0.001,0.113073005,0.003503968,0.021586875,0,0.333333333,4.806,2.114908234,0,12,1.817713802,1.225527044,9.87E-18,5.896034332,9,,
er_032.csv,0.003441794,0.002972076,0,0.018349412,0.134146667,0.009919057,0.001,0.148638595,0.003783189,0.021227262,0,0.333333333,5.022,2.292765311,0,13,1.851136393,1.263049506,1.31E-16,6.253282496,9,,
er_033.csv,0.00344617,0.003064705,0,0.02135589,0.117960836,0.008978415,0.001,0.130162866,0.00456912,0.02300741,0,0.333333333,4.968,2.298751892,0,13,1.841226524,1.25613888,5.68E-16,6.231699562,10,,
er_034.csv,0.003303347,0.002723307,0,0.016992831,0.119959795,0.008912256,0.001,0.131240147,0.005229199,0.025379571,0,0.333333333,5.286,2.312477362,0,13,1.903023555,1.290155552,8.68E-17,6.471030522,10,,
er_035.csv,0.003420553,0.002970936,0,0.023124323,0.105569106,0.008302999,0.001,0.116027875,0.002120585,0.013472159,0,0.166666667,4.998,2.204735099,0,14,1.853735179,1.24966631,3.10E-18,6.135771958,9,,
er_036.csv,0.003308641,0.002838574,0,0.022879913,0.080484434,0.007445573,0.001,0.086142968,0.004506877,0.021264211,0,0.333333333,5.186,2.261087463,0,14,1.884990801,1.277814416,1.49E-18,6.338503912,9,,
er_037.csv,0.003264184,0.002664405,0,0.016658172,0.08805134,0.007702711,0.001,0.094085515,0.004677156,0.021424592,0,0.333333333,5.318,2.248094733,0,14,1.916383552,1.282760337,3.58E-17,6.44763634,8,,
er_038.csv,0.003307355,0.002780823,0,0.018850135,0.158495125,0.010723637,0.001,0.177884615,0.006093029,0.041482135,0,1,5.332,2.285388151,0,15,1.920060194,1.282719319,1.26E-18,6.492647226,9,,
er_039.csv,0.003152138,0.00251245,0,0.019866379,0.122153593,0.008841817,0.001,0.133004926,0.005136242,0.02549535,0,0.333333333,5.646,2.343966335,0,16,1.977217244,1.317805741,2.03E-16,6.778490673,8,,
er_040.csv,0.003124106,0.002394321,0,0.01683794,0.122560811,0.008770164,0.001,0.132458234,0.007297619,0.040798842,0,1,5.728,2.330546598,0,15,1.989809181,1.329909555,2.14E-17,6.791931124,8,,
er_041.csv,0.003170146,0.00258844,0,0.017532901,0.121901892,0.008935165,0.001,0.132423118,0.005538722,0.024068342,0,0.333333333,5.586,2.396319333,0,15,1.959963756,1.320811143,2.98E-29,6.767667853,8,,
er_042.csv,0.003079291,0.002384523,0,0.012730593,0.14088711,0.009517132,0.001,0.152939375,0.006404862,0.021545935,0,0.166666667,5.876,2.385857564,0,14,2.018541109,1.342196629,4.74E-16,6.977721254,8,,
er_043.csv,0.003064024,0.002384542,0,0.012275481,0.109712758,0.008491451,0.001,0.117212249,0.005304668,0.022463042,0,0.333333333,5.872,2.470165524,0,13,2.006147685,1.359180439,2.34E-16,7.056990117,8,,
er_044.csv,0.003005333,0.002344314,0,0.014438252,0.200056561,0.012308194,0.001,0.224898694,0.005788556,0.026190471,0,0.333333333,6.134,2.462947444,0,15,2.061885068,1.372089635,1.23E-15,7.255521444,8,,
er_045.csv,0.003027736,0.002433727,0,0.018336364,0.165793656,0.01077369,0.001,0.185860465,0.003370194,0.017272871,0,0.333333333,6.04,2.494919763,0,16,2.042443039,1.366903959,3.48E-17,7.256239552,8,,
